,tokenization time,inference time,total inf time
0,0.17287279665470123,0.07563343644142151,109.31296402215958
1,0.011982187628746033,0.06073332577943802,109.31296402215958
2,0.017946742475032806,0.06694885343313217,109.31296402215958
3,0.012040562927722931,0.06550644338130951,109.31296402215958
4,0.011751428246498108,0.05255303531885147,109.31296402215958
5,0.012129783630371094,0.06641535460948944,109.31296402215958
6,0.011544346809387207,0.05120224505662918,109.31296402215958
7,0.012412548065185547,0.06421919167041779,109.31296402215958
8,0.012068577110767365,0.06512095779180527,109.31296402215958
9,0.011292971670627594,0.04772359877824783,109.31296402215958
10,0.011745236814022064,0.05088609457015991,109.31296402215958
11,0.011534340679645538,0.05152826011180878,109.31296402215958
12,0.012076452374458313,0.06535156071186066,109.31296402215958
13,0.0117291659116745,0.051282256841659546,109.31296402215958
14,0.011457040905952454,0.05254713445901871,109.31296402215958
15,0.012305527925491333,0.06555615365505219,109.31296402215958
16,0.017346881330013275,0.051569707691669464,109.31296402215958
17,0.011822789907455444,0.05775398761034012,109.31296402215958
18,0.012181229889392853,0.06453024595975876,109.31296402215958
19,0.012248247861862183,0.06101074069738388,109.31296402215958
20,0.011529609560966492,0.051551178097724915,109.31296402215958
21,0.011570565402507782,0.05165638029575348,109.31296402215958
22,0.011961087584495544,0.0519598126411438,109.31296402215958
23,0.012138381600379944,0.0642123594880104,109.31296402215958
24,0.012011609971523285,0.061338871717453,109.31296402215958
25,0.01203560084104538,0.050377875566482544,109.31296402215958
26,0.012207910418510437,0.06576763838529587,109.31296402215958
27,0.012153297662734985,0.06474755704402924,109.31296402215958
28,0.012043759226799011,0.05526943504810333,109.31296402215958
29,0.011593423783779144,0.05200272798538208,109.31296402215958
30,0.011897027492523193,0.060415640473365784,109.31296402215958
31,0.1780974194407463,0.10375968366861343,109.31296402215958
32,0.021488673985004425,0.1272657886147499,109.31296402215958
33,0.022451631724834442,0.13765927404165268,109.31296402215958
34,0.025198563933372498,0.1522158980369568,109.31296402215958
35,0.0269414484500885,0.16511163860559464,109.31296402215958
36,0.028322167694568634,0.17294420301914215,109.31296402215958
37,0.03088923543691635,0.20458775758743286,109.31296402215958
38,0.03117426484823227,0.1858413815498352,109.31296402215958
39,0.03261001408100128,0.22103657573461533,109.31296402215958
40,0.15156031399965286,0.2021343931555748,109.31296402215958
41,0.035169817507267,0.22470051795244217,109.31296402215958
42,0.03556002676486969,0.22427862882614136,109.31296402215958
43,0.03718827664852142,0.22674577683210373,109.31296402215958
44,0.03811297565698624,0.23804648220539093,109.31296402215958
45,0.041129328310489655,0.26205357909202576,109.31296402215958
46,0.15912120044231415,0.26942089945077896,109.31296402215958
47,0.04423544555902481,0.2975293844938278,109.31296402215958
48,0.045728713274002075,0.3004734367132187,109.31296402215958
49,0.04539511352777481,0.29467909038066864,109.31296402215958
50,0.04642055183649063,0.32360701262950897,109.31296402215958
51,0.16433659195899963,0.30970974266529083,109.31296402215958
52,0.0512082502245903,0.3975871801376343,109.31296402215958
53,0.048654958605766296,0.336135171353817,109.31296402215958
54,0.05213616043329239,0.39409158378839493,109.31296402215958
55,0.16749608516693115,0.31952693313360214,109.31296402215958
56,0.0503600612282753,0.3364073559641838,109.31296402215958
57,0.04978547990322113,0.33638478070497513,109.31296402215958
58,0.05098498612642288,0.35227660834789276,109.31296402215958
59,0.05348024517297745,0.3917231187224388,109.31296402215958
60,0.17209281027317047,0.35297296196222305,109.31296402215958
61,0.05564220994710922,0.37683504074811935,109.31296402215958
62,0.05609571188688278,0.3870380148291588,109.31296402215958
63,0.22498851269483566,0.4069506898522377,109.31296402215958
64,0.05771695822477341,0.38371285051107407,109.31296402215958
65,0.058467306196689606,0.3981104791164398,109.31296402215958
66,0.060919880867004395,0.41360482573509216,109.31296402215958
67,0.2310042530298233,0.46067963540554047,109.31296402215958
68,0.061543360352516174,0.4298757240176201,109.31296402215958
69,0.06499990075826645,0.5113115534186363,109.31296402215958
70,0.21955923736095428,0.5092282295227051,109.31296402215958
71,0.06639306992292404,0.4671916961669922,109.31296402215958
72,0.06594779342412949,0.4509865567088127,109.31296402215958
73,0.06821595132350922,0.509691946208477,109.31296402215958
74,0.26928866654634476,0.47681716829538345,109.31296402215958
75,0.06773170083761215,0.5082298815250397,109.31296402215958
76,0.06768115609884262,0.4711122438311577,109.31296402215958
77,0.21323145180940628,0.4963768497109413,109.31296402215958
78,0.06642673164606094,0.48233887553215027,109.31296402215958
79,0.06805720180273056,0.5542384684085846,109.31296402215958
80,0.21366208791732788,0.5157297477126122,109.31296402215958
81,0.07263778150081635,0.5466909557580948,109.31296402215958
82,0.07221771776676178,0.5655538737773895,109.31296402215958
83,0.2292570248246193,0.5135053098201752,109.31296402215958
84,0.07187118381261826,0.5582646802067757,109.31296402215958
85,0.07512766122817993,0.6069312617182732,109.31296402215958
86,0.19072966277599335,0.5503971204161644,109.31296402215958
87,0.07600920647382736,0.6151632368564606,109.31296402215958
88,0.07541436702013016,0.5849395915865898,109.31296402215958
89,0.2241598591208458,0.5554670542478561,109.31296402215958
90,0.07938329130411148,0.6076361015439034,109.31296402215958
91,0.23514961451292038,0.6406614631414413,109.31296402215958
92,0.08286076039075851,0.6706722155213356,109.31296402215958
93,0.07836712896823883,0.5671303793787956,109.31296402215958
94,0.23679382354021072,0.7641115933656693,109.31296402215958
95,0.08223798125982285,0.6161892637610435,109.31296402215958
96,0.08344095200300217,0.6550412550568581,109.31296402215958
97,0.22154446691274643,0.7304232567548752,109.31296402215958
98,0.08723578602075577,0.6801911816000938,109.31296402215958
99,0.24793831259012222,0.6377608552575111,109.31296402215958
100,0.08745502680540085,0.7011521011590958,109.31296402215958
101,0.0894429162144661,0.725932851433754,109.31296402215958
102,0.23557227849960327,0.7368200868368149,109.31296402215958
103,0.09371428936719894,0.7179458290338516,109.31296402215958
104,0.2328137308359146,0.6692811697721481,109.31296402215958
105,0.0947897657752037,0.7399350479245186,109.31296402215958
106,0.2605675086379051,0.7543195635080338,109.31296402215958
107,0.09346683323383331,0.6924858167767525,109.31296402215958
108,0.2197818011045456,0.7767486721277237,109.31296402215958
109,0.09736138582229614,0.7190765365958214,109.31296402215958
110,0.09682068973779678,0.7461777254939079,109.31296402215958
111,0.2157699540257454,0.7596381604671478,109.31296402215958
112,0.10333490371704102,0.8267587274312973,109.31296402215958
113,0.3078996539115906,0.8166288956999779,109.31296402215958
114,0.10602579265832901,0.8420505598187447,109.31296402215958
115,0.29809898138046265,0.8499842658638954,109.31296402215958
116,0.10849510133266449,0.8742047250270844,109.31296402215958
117,0.3613721430301666,0.950567290186882,109.31296402215958
118,0.11465905606746674,0.935868464410305,109.31296402215958
119,0.4489348232746124,0.9406556263566017,109.31296402215958
120,0.11117986589670181,0.8784022182226181,109.31296402215958
121,0.31733278185129166,1.0231672748923302,109.31296402215958
122,0.11262475699186325,0.917952299118042,109.31296402215958
123,0.35199540853500366,0.9874604865908623,109.31296402215958
124,0.12040966004133224,0.9737745821475983,109.31296402215958
125,0.4793617054820061,1.0438418239355087,109.31296402215958
126,0.2499743476510048,0.9996464028954506,109.31296402215958
127,0.12319809198379517,1.0839207991957664,109.31296402215958
128,0.2588321641087532,1.021022029221058,109.31296402215958
